Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDX28,OUT010,240.2145344195585
FDB41,OUT027,1259.0057381775418
FDG53,OUT046,2072.9521207763105
FDL15,OUT010,363.08339601099664
FDQ08,OUT049,933.0394769821313
DRN36,OUT013,1575.9751893511382
FDI46,OUT013,4078.6178328255605
FDG16,OUT027,5977.318000438187
FDV32,OUT013,1041.5211459857944
FDF44,OUT010,289.43006531706175
FDK04,OUT018,876.4572346070225
NCA41,OUT013,3069.7399228937697
FDD51,OUT017,657.1776785797334
NCZ53,OUT045,3146.1971323472594
FDP01,OUT027,3868.070559214217
FDY25,OUT049,3114.33343711115
FDB17,OUT018,2877.3748306649636
NCV54,OUT018,1966.2845436998296
FDJ32,OUT017,1004.4394490684144
FDA37,OUT049,2047.8674059439345
FDG35,OUT035,2929.7608223372868
NCM05,OUT018,3852.1945195729227
FDG45,OUT046,3546.172973709387
FDH28,OUT013,671.8735401868379
NCE18,OUT049,4026.191940683876
FDH38,OUT045,1949.0380576506914
FDR56,OUT013,3094.857835135572
FDH17,OUT027,2726.651154069324
FDD39,OUT049,3480.158012674729
FDB41,OUT049,741.751483555496
NCR53,OUT046,3615.176266101746
FDX46,OUT017,859.7381020551771
FDV28,OUT049,608.7295153690079
FDA08,OUT018,2586.5042983949675
FDH45,OUT017,655.5720536133604
NCS38,OUT010,273.9678021189947
FDD40,OUT010,517.2478603552914
DRM59,OUT035,2463.2454735863475
NCJ43,OUT018,2924.91146191328
NCN29,OUT013,763.7081484901845
NCC19,OUT045,3146.396180572261
FDR56,OUT035,3135.2363114122163
FDZ43,OUT049,4037.466533804208
FDJ32,OUT010,132.84723359949803
DRH03,OUT017,1409.2377077243832
NCZ54,OUT035,2693.473457169677
FDE26,OUT017,2421.367781191482
FDS03,OUT045,1024.095188758523
DRZ24,OUT019,283.8810206637869
FDO48,OUT027,5982.830526741743
FDW39,OUT049,2893.526931415335
NCK05,OUT049,953.5388638198361
NCK30,OUT017,3946.5391102071962
FDT27,OUT018,3589.273106237877
FDS08,OUT019,429.4919899784091
NCJ19,OUT049,867.7760856303044
FDC58,OUT045,671.5158589365475
DRE37,OUT013,3098.973200064934
FDW02,OUT035,2042.9503128907609
FDJ02,OUT010,356.6804240976464
FDX09,OUT045,2900.0960899268775
FDT31,OUT010,506.69693313203504
FDI24,OUT049,2900.7488965835755
FDY09,OUT045,2979.3375452414284
FDV28,OUT045,602.2636778416695
DRM47,OUT049,3171.58862617249
FDT52,OUT019,578.4727084206052
FDI48,OUT018,835.6036769383745
FDY55,OUT017,3997.1148192618316
FDU48,OUT013,2119.089839270216
FDN25,OUT045,864.6674716649687
FDP20,OUT049,2057.9294876277468
FDJ15,OUT013,3135.7750257968023
FDD04,OUT018,2011.6901309544667
FDY58,OUT045,3794.6630326180752
FDR37,OUT018,2979.280996224257
FDF44,OUT013,2113.5418885273157
FDD32,OUT045,1316.69041861496
FDR57,OUT017,2478.002353841649
DRG39,OUT027,1377.0914353583407
FDX15,OUT017,2551.8517641996395
DRN37,OUT045,2648.203338903843
FDW40,OUT027,3128.6263479843356
FDB32,OUT049,1443.0045265851177
FDM40,OUT018,2068.3977854475143
FDE39,OUT027,3028.871851821756
DRH49,OUT017,1313.3020641544938
FDT46,OUT049,748.2334413200829
NCF06,OUT035,4062.393915297378
FDP07,OUT017,3049.4484482023945
FDC04,OUT013,4073.47877794751
FDZ32,OUT017,1648.166053199887
FDD50,OUT045,2755.6772457822035
FDU56,OUT017,3100.0104684062935
FDV34,OUT017,1028.915293747324
NCY41,OUT013,644.2563175027801
NCK18,OUT046,2812.7630656573274
DRH25,OUT049,792.9570252118622
FDT57,OUT046,3946.166904716272
FDV56,OUT018,1630.7129004832707
FDV12,OUT045,1549.3005763155486
FDN52,OUT017,1384.5330088568214
FDX38,OUT035,742.0032252814137
FDE47,OUT018,1990.0812888001942
NCO07,OUT013,3484.4302192756504
FDV09,OUT027,3844.709609520838
FDZ23,OUT019,487.43455224702825
DRH51,OUT018,1397.7973843565048
NCY54,OUT045,2869.026089383884
DRG49,OUT013,4038.638824801977
NCC19,OUT049,3186.66455605892
NCV53,OUT045,4054.654928457817
FDZ47,OUT019,248.33142968349685
NCO26,OUT018,1855.9281476230265
NCP02,OUT045,939.6099030605493
NCW30,OUT018,3773.6553333970605
NCN55,OUT046,3950.0600742390147
FDB20,OUT010,147.12483293023732
DRL11,OUT013,2488.0865988461987
DRD60,OUT045,3118.1453509268804
FDW14,OUT010,210.26566813828762
FDL27,OUT010,141.8794324960662
FDU09,OUT018,875.513433286994
DRH36,OUT027,1592.5225483404415
FDP34,OUT027,4042.203987015501
FDE04,OUT017,2915.765173724117
FDZ57,OUT027,3122.9122421899165
FDF02,OUT010,236.959180477866
FDG28,OUT045,4062.532317981731
NCI31,OUT046,614.4375726877747
FDT43,OUT013,773.8537502417166
FDU20,OUT046,2076.9353428506784
FDD53,OUT013,697.7806158368089
FDW15,OUT045,2465.4445424667438
NCT53,OUT045,2671.0876617597137
NCG55,OUT027,2992.5442207133483
FDD48,OUT035,1896.716843589604
FDG47,OUT049,4136.373847114824
FDI21,OUT017,1017.9707457975062
FDT27,OUT017,3826.862221408003
DRO35,OUT013,1977.9443824101604
FDD33,OUT017,3855.0917606020625
FDC04,OUT035,4046.8015124381873
FDY34,OUT013,2745.9805793126807
DRJ49,OUT049,2074.5424374234135
FDE05,OUT049,2424.070471054199
FDU31,OUT017,3570.3498598382844
NCN19,OUT027,5069.514172055343
FDK56,OUT027,5053.78308022846
FDK58,OUT017,1644.514411585136
NCJ42,OUT035,1640.963931154451
FDZ34,OUT027,5482.4933802681835
FDA52,OUT018,2888.707979424682
NCR29,OUT013,921.4270923285435
FDT48,OUT035,3287.3192258989047
DRJ51,OUT019,565.4157543275484
NCS54,OUT046,3029.0807435401234
FDV01,OUT035,2487.2027369116145
DRG51,OUT027,4287.544232615748
NCG42,OUT013,2123.360704784573
FDA51,OUT049,1934.176116716994
FDV19,OUT010,392.4403909591509
NCT18,OUT045,3147.614206671133
NCS41,OUT045,3146.0279760502062
FDO03,OUT046,3801.983841192984
FDL12,OUT010,132.84723359949803
FDY37,OUT010,344.720522787362
FDI58,OUT049,1416.6456305585682
FDT28,OUT018,2402.248853660189
NCC42,OUT010,294.82706988889885
FDO01,OUT017,2119.725915119915
FDJ02,OUT013,2442.1233741016936
FDQ04,OUT018,649.7101323579502
DRL47,OUT013,2105.1171553160625
FDZ32,OUT035,1659.8969542154698
FDC35,OUT035,3402.961260954529
FDX14,OUT045,1080.5298722195976
FDZ35,OUT013,1649.2528401254674
FDL14,OUT013,2434.359103480116
FDO04,OUT049,868.8344203399215
DRK11,OUT017,2411.6165142698133
FDB44,OUT018,3262.6039037498185
FDZ50,OUT049,3198.2055517019617
FDI12,OUT027,2498.1740784884555
FDU43,OUT017,3928.783609760038
FDD58,OUT010,235.95204021722878
FDB27,OUT017,3134.6591001944594
FDB04,OUT018,1405.6389382323189
NCO17,OUT013,2039.188106316088
FDL12,OUT017,860.7953440321429
DRJ13,OUT049,2593.581566724056
FDD57,OUT045,1543.7255891218638
FDW19,OUT035,1715.06328199988
DRD27,OUT018,1593.8696874378545
FDH27,OUT027,3840.2133707720996
NCW30,OUT027,5989.53247931535
FDR40,OUT018,1325.7989016814538
FDG05,OUT013,2479.8785214379723
NCY41,OUT019,130.36953952429266
FDI38,OUT018,3206.680609023619
FDR20,OUT046,677.6844398888379
FDE09,OUT017,1666.4752762358899
FDN50,OUT019,240.34944501368673
DRF27,OUT045,2430.996518001592
DRF51,OUT013,649.1190907524746
NCO02,OUT019,142.0753860784514
FDB51,OUT027,1410.0978497023568
FDJ50,OUT013,867.4341260909043
FDN52,OUT013,1444.1312439817734
FDX14,OUT013,1363.9795639931094
FDT27,OUT019,572.3963379037839
FDV10,OUT013,682.5488248171912
FDU33,OUT046,700.4883379456489
FDU58,OUT046,3181.8164170765995
NCP42,OUT027,5581.245959725138
FDL51,OUT027,5977.318000438187
DRH15,OUT027,1259.0057381775418
FDU16,OUT017,1356.9724296546888
FDW15,OUT017,2455.7808459547487
FDQ44,OUT045,2040.5805080045466
NCI06,OUT027,4831.516322208671
DRK23,OUT019,565.3389832278665
FDC28,OUT035,1665.3110776744466
NCY17,OUT019,130.36953952429266
NCV05,OUT018,2483.4123726080807
FDM34,OUT019,299.19390287194796
DRD60,OUT027,5051.064522997153
FDT38,OUT046,1364.914127378229
FDQ57,OUT018,2395.945351157675
FDE59,OUT027,1246.8159593642276
NCM43,OUT046,2790.1877977740714
DRI51,OUT049,2844.84803654401
NCG30,OUT017,2097.004039551329
NCK54,OUT035,1920.459118442872
FDQ16,OUT019,264.90292631922324
FDI36,OUT013,3108.8789941233204
FDX16,OUT027,3844.709609520838
FDA34,OUT046,2969.17925391195
FDJ48,OUT018,3747.1777679908614
FDU47,OUT035,2058.2628499593197
FDS39,OUT046,2107.288608038313
FDD11,OUT046,4031.918979355188
FDM16,OUT027,1494.3127870050291
FDU56,OUT018,2965.0332735113707
FDQ32,OUT017,2087.1945322658103
DRK35,OUT013,673.9471043796804
FDA58,OUT049,3727.803924265353
DRG48,OUT019,355.01068633836263
FDT59,OUT010,579.4884070202165
FDQ31,OUT019,220.02472794983066
FDS51,OUT018,1051.1943521369071
FDW32,OUT027,2402.5407868997468
FDI15,OUT027,5980.845440365242
NCV30,OUT017,944.9762316029861
DRG25,OUT049,3191.874637594561
FDT02,OUT013,645.4395748514357
FDO33,OUT027,2992.5442207133483
FDP38,OUT035,755.2432508973238
FDZ45,OUT035,3153.2716456063517
NCA54,OUT027,4831.516322208671
FDU33,OUT017,728.5056096553647
FDN58,OUT017,3845.811645510222
FDI05,OUT045,1171.6033649368953
FDM57,OUT019,203.32238129410894
NCS42,OUT027,2504.056839491305
FDB57,OUT045,3646.8501682168558
FDC03,OUT045,3140.5186193631116
FDZ58,OUT013,2095.948069447397
NCK29,OUT045,2046.05427985627
NCR53,OUT045,3615.617466152612
FDE26,OUT027,3840.2133707720996
FDU52,OUT049,2452.0695635005554
FDE41,OUT027,2198.8278069887765
FDU38,OUT018,2997.939713399423
FDA52,OUT017,2809.849233787416
FDW46,OUT046,1035.2331860229228
DRI59,OUT035,3757.9899001864233
FDT38,OUT035,1364.3622110667122
FDL33,OUT018,3008.352596382949
FDQ01,OUT027,5988.115290210137
FDJ08,OUT046,3168.7407207994484
FDQ47,OUT049,608.1639541247595
NCZ18,OUT013,3991.8886851591797
FDE29,OUT017,923.7237286075149
FDF10,OUT027,3840.2133707720996
FDC48,OUT049,1339.3808000446693
FDY58,OUT013,3835.6665988659715
NCX30,OUT010,579.1506411070244
FDV11,OUT013,2893.0458858986026
FDT46,OUT046,750.3106745376695
DRD01,OUT019,130.36953952429266
FDQ11,OUT013,4172.314071768221
NCM41,OUT017,1417.6530124664337
NCC55,OUT013,644.6534365579485
FDG45,OUT027,5977.318000438187
NCQ54,OUT049,2945.666662708811
FDM34,OUT045,2053.4203203710167
FDD17,OUT019,570.0802985087041
FDN38,OUT027,5982.830526741743
FDB53,OUT018,2396.6344211343344
NCL06,OUT035,4090.9601043236485
NCV18,OUT019,205.94157964445537
FDX25,OUT013,3116.22245051565
FDB39,OUT046,873.0306788001889
FDC33,OUT049,3172.064885968004
NCO14,OUT018,681.4572337408017
FDA58,OUT027,5980.845440365242
NCQ02,OUT017,3158.3972236963177
NCR53,OUT017,3679.240330674825
FDN52,OUT046,1385.309808244409
FDG26,OUT046,4124.549921626408
FDE23,OUT027,1259.3770224662594
DRI37,OUT013,958.8360590830595
DRH37,OUT018,2648.5646272631343
FDO01,OUT035,2061.785167366435
FDK45,OUT049,1896.4054349868657
FDP23,OUT049,3531.36471579791
FDM33,OUT035,3491.730365211209
FDD36,OUT017,2085.8443932835744
FDL56,OUT017,1360.7708263656234
FDT27,OUT010,574.3653879963088
FDG52,OUT017,674.0452363364544
NCL42,OUT035,3959.2210083918535
DRJ24,OUT046,3173.0840343992804
FDV38,OUT046,826.3015902524027
FDT35,OUT045,2772.857355336054
FDY51,OUT045,3441.0650959384966
FDC37,OUT017,1648.0666722255917
NCP43,OUT013,2976.4027964289617
FDO33,OUT045,1732.3843244530522
FDW04,OUT018,2009.18164547562
NCC31,OUT046,2505.095122919867
FDK22,OUT049,3523.0045055794844
FDJ50,OUT017,857.4851221179193
FDV13,OUT017,1380.0876205245677
DRL60,OUT017,2421.098593759571
FDW03,OUT017,1648.592474674439
FDY27,OUT035,2915.8850431702394
FDB39,OUT027,1377.0914353583407
FDU59,OUT045,2618.023385118231
FDZ57,OUT049,2089.637914844997
FDO21,OUT049,3755.59500568475
FDS43,OUT018,3014.4750557097136
FDU28,OUT010,507.6184317872168
FDC51,OUT010,274.12009627908697
FDW16,OUT010,227.18921920982356
FDP32,OUT010,286.7281273780443
FDB60,OUT019,514.800888943479
NCQ30,OUT046,2045.330179314632
FDD26,OUT049,3198.98581674881
FDI44,OUT045,1255.9738166577797
DRH23,OUT046,874.459119577379
FDO44,OUT046,1699.7976359557038
FDG04,OUT046,3189.662651388848
FDM32,OUT027,2530.8697775452297
FDM09,OUT013,2794.214564143497
FDZ47,OUT013,1621.5320627354529
FDM40,OUT027,3163.1868800282446
FDY48,OUT017,1633.6028268017053
NCM30,OUT045,668.1506450774277
FDX36,OUT010,576.4514255249525
DRF03,OUT017,625.2093168431929
FDN51,OUT049,4099.074688121836
FDM57,OUT049,1356.0392484275085
FDB35,OUT049,1439.4771833766413
FDY13,OUT027,1924.7223115031622
FDA37,OUT017,2081.8724409934425
NCX53,OUT017,2142.830991058799
FDD59,OUT018,1338.8589310192547
FDX10,OUT019,130.36953952429266
FDC03,OUT018,2997.521168610274
FDW43,OUT035,3800.6710745274327
FDW10,OUT046,2822.0724536606563
FDY14,OUT027,5989.53247931535
FDV43,OUT045,718.7893004943357
FDO40,OUT013,2437.273705682071
FDP46,OUT027,2506.34678502005
NCE43,OUT019,400.8270922912023
FDD05,OUT035,2045.3463977823162
FDJ60,OUT010,397.2057644017016
DRE27,OUT018,1498.7492988483325
FDO11,OUT035,4162.5765839648275
DRG11,OUT027,2873.2827703739476
FDK33,OUT010,568.4105074095859
DRM23,OUT045,2768.5561281047835
FDJ02,OUT027,3840.2133707720996
NCZ05,OUT045,1645.3724555008805
NCL30,OUT013,2112.4775302608373
FDZ19,OUT018,2802.249928906265
FDM45,OUT049,2043.4522909108657
FDO36,OUT046,2958.5688039245792
NCK31,OUT045,752.2682693940784
DRJ37,OUT045,2466.717001993954
FDP24,OUT018,1977.632284761334
FDF46,OUT013,1970.6533460491057
FDX46,OUT019,132.20751292173205
NCL18,OUT045,3051.620490063007
FDJ26,OUT013,3424.2432090229877
FDJ07,OUT045,1942.7269961714346
FDY15,OUT013,2462.8386625629855
DRG01,OUT045,1142.7173672284737
FDF58,OUT045,1027.9064162331094
FDZ14,OUT019,285.6002437294253
FDP31,OUT049,1010.7954342348511
FDH45,OUT013,695.9561459447451
FDA09,OUT010,425.80046406853137
FDW31,OUT035,3153.4755560578938
FDA57,OUT046,661.215650726583
NCE55,OUT035,2877.829527824264
FDC17,OUT019,566.3363978413105
FDC59,OUT013,1092.4938809996193
FDA22,OUT013,2752.783892911628
FDK52,OUT035,3685.7991490048507
NCM26,OUT046,2522.5510055103937
NCT53,OUT035,2786.7051553908886
FDW45,OUT018,2425.2367542203756
NCI18,OUT035,3673.3538099114708
FDE38,OUT018,2556.6472817801564
FDF08,OUT019,217.9712701085427
FDY58,OUT010,579.1506411070244
FDF58,OUT019,135.34594309946442
FDX39,OUT017,3560.717702228126
FDB44,OUT049,3535.1610722998944
FDF28,OUT013,2106.2537542615364
FDE39,OUT013,1973.4150121302089
FDT37,OUT018,3773.163671750348
FDZ45,OUT017,3193.8523112633643
FDO40,OUT035,2461.7984579850267
FDM57,OUT027,2365.2717865090126
DRG36,OUT017,2845.551383144634
FDY36,OUT010,142.2202755859496
DRL60,OUT027,3868.070559214217
FDS25,OUT019,266.296536988039
DRF49,OUT027,2991.1360041617404
FDP16,OUT045,4033.140276100491
FDS60,OUT049,2949.1968490233476
FDU15,OUT027,1249.4684482667376
FDK43,OUT046,2071.941962536228
FDN25,OUT046,872.8073810294071
FDE53,OUT049,1641.5834728546988
FDB22,OUT013,2430.2333490539486
FDE39,OUT017,2062.319120998336
FDX35,OUT035,3747.0051492281805
NCG54,OUT049,2835.218225070739
FDH27,OUT035,2419.12758105807
NCK42,OUT013,3462.9678223813257
FDS25,OUT049,1663.629040498095
FDI10,OUT018,2792.8056898895384
FDU35,OUT035,1626.20097108252
FDI04,OUT017,3200.7633442853025
DRK23,OUT035,4140.508780136925
FDB53,OUT019,356.8549493714616
FDY02,OUT049,4128.806551278487
FDM60,OUT035,645.0038068265568
NCJ31,OUT010,574.4860969258685
DRP35,OUT017,2089.273004741831
NCQ30,OUT018,1995.4324835656805
DRL11,OUT010,388.0520236862753
FDU01,OUT013,3061.3136136021717
FDR39,OUT035,2906.0356053071823
FDO08,OUT046,2656.492170594397
FDC02,OUT045,4205.056168899037
NCZ29,OUT035,2048.4230552091053
FDF29,OUT010,287.52354501712165
FDZ23,OUT017,3074.1550571605226
NCU53,OUT018,2621.744651358127
NCW30,OUT013,4125.147282278284
NCM26,OUT027,3991.1307225981277
FDV50,OUT027,3077.6194948858815
FDW15,OUT049,2468.3227664675833
FDI35,OUT027,5048.114353800783
FDO11,OUT017,4095.0294457585537
FDN48,OUT046,1422.082489768617
NCA17,OUT049,2460.993041555699
NCN54,OUT013,1347.339916418863
FDP22,OUT013,762.8025935615448
NCB54,OUT035,2041.5481582769023
FDD08,OUT045,609.4718219384247
DRM48,OUT010,130.36953952429266
FDG41,OUT027,2967.9204581995814
FDE44,OUT027,1259.0057381775418
FDE26,OUT035,2416.9638013109306
NCS38,OUT013,1950.4323493889624
NCJ54,OUT018,3544.532042502798
FDI40,OUT019,244.62230927384198
FDN45,OUT018,3413.7905358317325
FDU43,OUT046,4005.213520801562
FDI04,OUT010,513.4808253873448
NCC07,OUT018,1619.7775518681995
NCC07,OUT019,250.0219951297678
NCD18,OUT045,3767.398667734256
FDU55,OUT035,4180.871012364452
FDX59,OUT035,602.6756677265143
FDR52,OUT049,3174.297161816068
NCP17,OUT013,1087.3836648189347
FDQ32,OUT045,2039.7403474396808
NCT17,OUT049,3168.868862177033
FDO10,OUT049,869.3237768751196
FDE32,OUT049,608.0135886319883
FDN44,OUT045,2628.0373046341533
FDH02,OUT035,1389.4020069858975
FDK60,OUT013,1621.3307065381994
FDS24,OUT019,214.40201763534276
FDL03,OUT010,563.7083436755041
FDB46,OUT027,5970.693301022473
FDO48,OUT049,3726.8354635742885
FDZ39,OUT049,1636.8082461931056
FDT02,OUT027,1248.3099008412426
FDC50,OUT013,1525.957789795833
FDP39,OUT035,760.1716320114937
DRG15,OUT018,941.4252092905427
FDP10,OUT018,1611.4204493424063
FDF53,OUT027,4937.633922087761
FDN34,OUT045,2800.993867586387
FDK02,OUT045,2026.5342232157282
FDC23,OUT045,2916.8303488411198
FDJ10,OUT019,299.82935505032236
FDE53,OUT035,1655.1100491146856
FDR25,OUT035,4111.128564521401
FDW50,OUT046,2662.286834847242
FDS09,OUT049,758.5804373249556
FDW49,OUT010,431.33184423218756
FDU51,OUT046,2871.2284745462634
FDF28,OUT018,1997.8857559955584
NCY30,OUT018,2850.440511137257
FDD44,OUT045,4172.0754869795
FDX09,OUT017,2891.260523879726
NCF30,OUT013,2110.4675567856493
FDZ50,OUT019,494.7870980911632
FDW37,OUT013,1444.9965482038353
FDD11,OUT049,4037.3348147206393
DRH39,OUT018,1199.474449925981
FDA36,OUT049,3226.269595352382
NCG43,OUT049,1412.701148224851
FDF02,OUT035,1640.2852444968082
FDP57,OUT027,2820.758704655529
NCE42,OUT017,3824.424503327541
NCR38,OUT027,5989.53247931535
FDP03,OUT019,291.92495361426006
FDO51,OUT035,668.5163496930987
NCQ42,OUT046,2069.4932718306072
NCM41,OUT046,1388.3957361243004
FDH48,OUT027,2362.059204606021
DRF60,OUT046,3900.3299785420677
FDJ27,OUT035,1622.0233995601238
FDQ14,OUT013,2417.3389325600724
FDN27,OUT017,1999.569561055613
NCQ02,OUT046,3187.982036813291
FDJ33,OUT049,2052.5100572258166
FDP07,OUT027,5586.48829478975
DRE01,OUT049,3913.371463111753
FDU36,OUT045,1618.5954190165755
FDL28,OUT017,3840.76568437819
NCX53,OUT046,2105.34663449881
FDZ39,OUT013,1645.9249083650238
NCP42,OUT013,3114.116149477661
FDJ14,OUT035,1334.0811695604832
FDK04,OUT049,866.0521472085331
NCC19,OUT017,3137.3112225006403
FDS09,OUT018,763.5792561272376
FDZ02,OUT046,1620.4593547684444
FDD35,OUT018,2005.6042780877835
NCY42,OUT017,2466.6961102060804
FDB05,OUT045,3998.7395085871685
FDF20,OUT035,3141.3184297536686
NCO41,OUT018,1539.7284304616237
FDC40,OUT027,1944.699006634014
FDV58,OUT045,3055.1839195593975
FDZ57,OUT045,2057.128391347637
DRM35,OUT046,2941.6263963608453
DRN36,OUT018,1475.724405577608
FDQ13,OUT046,1349.8842333673538
DRO35,OUT010,269.2212171130311
NCD43,OUT035,1642.2510680428195
FDA51,OUT018,1843.9945430341418
NCX17,OUT027,5989.53247931535
NCZ17,OUT049,646.4347914837437
FDR11,OUT027,4235.799347359122
FDW34,OUT049,3975.7436813142
FDN50,OUT017,1417.3225817996897
FDS09,OUT046,751.316872677916
FDS48,OUT018,2422.5028176618785
FDL44,OUT049,2727.447926477737
DRF48,OUT018,2996.825757628979
FDA14,OUT018,2393.2053790106693
NCD30,OUT049,1542.7987373772128
FDI16,OUT017,753.5022520312137
NCG06,OUT035,4083.330845032759
DRZ24,OUT035,2025.1659645730658
NCS17,OUT045,1496.6341117115476
FDB37,OUT045,4051.6118105734995
FDE10,OUT035,2051.731224356835
FDC57,OUT045,3050.2721495055803
FDM12,OUT018,2960.25761212115
FDE24,OUT049,2065.806715640678
FDW22,OUT045,3557.304155986663
DRD01,OUT027,1348.4399176363559
NCZ18,OUT027,5989.53247931535
FDN49,OUT045,644.9661466779505
FDR22,OUT035,1904.4840594557181
FDV08,OUT019,130.36953952429266
FDY39,OUT046,3188.681603977137
FDV36,OUT049,2077.4724137399226
FDO60,OUT045,718.60897690785
FDU04,OUT027,3072.838942495889
FDR20,OUT027,1260.8709639432745
FDW19,OUT019,266.8034129881009
FDU40,OUT049,3090.086317398911
FDK15,OUT045,1562.1844044490813
DRF15,OUT035,2437.2448608961377
FDQ25,OUT017,2886.9839393076095
FDI48,OUT019,130.36953952429266
FDS49,OUT046,1285.146379419671
FDV22,OUT046,2651.7427351447054
NCV42,OUT046,1674.211873629464
FDX26,OUT046,3149.2601114163203
FDI33,OUT018,1406.8860895436583
FDZ14,OUT049,2047.004794675813
FDG10,OUT013,922.7335432668832
FDM38,OUT018,739.902027761191
FDG26,OUT027,5980.845440365242
FDH46,OUT035,1634.0202509833262
FDN13,OUT018,1587.805393948809
FDU57,OUT035,2447.592636944061
NCI06,OUT046,2974.2112686831297
FDM38,OUT045,811.2797200692316
NCG42,OUT010,291.5177216027788
FDL39,OUT045,2930.9242386478336
FDT31,OUT019,520.9391125319964
FDV59,OUT013,3472.202562270929
FDB49,OUT035,1627.9234493364388
FDD58,OUT049,1630.293658951712
DRN59,OUT046,743.2567571526392
FDX48,OUT049,2494.755015659469
FDQ11,OUT049,4124.978180922456
FDY12,OUT049,798.4693364855208
FDQ11,OUT045,4122.830901576255
DRI11,OUT017,1956.496151153965
FDY32,OUT027,4287.544232615748
FDS51,OUT045,929.1614973243293
FDR19,OUT010,356.0305906526783
DRB13,OUT018,3030.4911047409073
FDS21,OUT035,952.3598465038199
FDQ40,OUT045,2872.861270763206
NCE55,OUT013,2849.610202224472
FDX43,OUT027,4316.16047911117
FDS12,OUT049,2055.2584961255693
DRK01,OUT027,2693.739616994653
FDN25,OUT017,856.7692329631899
FDB60,OUT046,3169.19242417366
FDQ13,OUT017,1341.747958961931
DRK13,OUT045,3140.062918785384
DRF25,OUT018,593.684160283671
NCD42,OUT019,130.36953952429266
FDW25,OUT045,1367.4367733355036
NCV29,OUT027,4831.516322208671
NCK42,OUT035,3519.4850867333257
DRJ13,OUT027,4220.880987637906
DRD15,OUT017,3830.0990186126683
FDM27,OUT045,2496.984028854398
FDZ50,OUT018,3017.8582965527585
FDC04,OUT046,4036.154900104203
FDF50,OUT049,3207.3061962337983
FDP15,OUT045,3965.5753293567877
FDK46,OUT035,4142.619473748667
FDZ56,OUT018,2805.8694305739114
FDY60,OUT049,2236.5164851393997
FDB10,OUT035,3903.809374213269
FDR57,OUT045,2496.9023091694953
FDU58,OUT049,3182.7328702989985
FDH02,OUT046,1388.192535478105
FDP48,OUT013,3130.327920967635
FDI46,OUT035,4048.266720704849
FDW56,OUT013,3108.8945560437564
NCM19,OUT010,266.43516981450256
FDS50,OUT027,5989.53247931535
FDK24,OUT013,713.8265257541143
FDO36,OUT017,2891.247538823082
FDK45,OUT027,2994.1667464538855
NCL05,OUT045,691.1875424687339
FDL32,OUT018,1837.4795802025994
FDA28,OUT049,2054.385879989386
FDY36,OUT018,1154.1488979323053
FDP32,OUT018,1993.7087825289088
FDL50,OUT046,2047.7179232346077
DRC24,OUT049,2461.194416932936
NCS18,OUT017,1666.7586540277457
FDD16,OUT017,1137.6381757897502
NCV18,OUT013,1443.592827576487
FDX07,OUT046,3109.991759600517
NCZ05,OUT027,2827.7290795716135
NCI31,OUT013,644.2563175027801
FDK14,OUT049,1339.9844914676764
NCR06,OUT045,671.5158589365475
NCF54,OUT049,2846.562867955495
DRG23,OUT010,357.21207513269457
FDD53,OUT046,675.9589578591679
NCM31,OUT027,3128.6263479843356
FDT16,OUT017,4134.246840513995
FDR40,OUT035,1282.4021742444863
DRG25,OUT017,3167.7810950938056
FDT10,OUT035,921.7861093760611
FDY32,OUT013,2597.850119507632
FDN50,OUT035,1425.7412635736569
FDZ35,OUT019,248.39515253247356
NCP54,OUT045,2043.672707042685
NCD07,OUT035,1734.2834925461805
FDS02,OUT018,3030.0191678850624
DRN59,OUT018,732.0220804357243
DRB24,OUT013,2461.832476517447
FDP37,OUT027,3108.7978414892427
DRB01,OUT018,3002.6865420532035
FDR47,OUT046,3091.1024609482556
NCM31,OUT010,296.08299690669236
NCF06,OUT027,5989.53247931535
NCV17,OUT027,3122.9122421899165
FDS10,OUT049,2884.203845245776
FDN52,OUT035,1384.967500364226
FDZ48,OUT013,1925.081370048725
FDJ48,OUT049,4125.903985048736
DRB13,OUT027,5125.798759759417
FDV59,OUT017,3540.445739852289
FDL32,OUT035,1714.5236007743893
FDZ12,OUT035,2068.71487543856
NCR06,OUT027,1255.1513148447584
FDP51,OUT017,2067.951952236132
FDY22,OUT013,2141.6615435943463
FDZ38,OUT049,2969.48043564792
NCO54,OUT035,867.6814806840339
FDR23,OUT035,2840.9460598638225
FDM38,OUT049,866.5317170325438
FDS25,OUT013,1793.400764882835
FDZ22,OUT013,1430.888275959631
FDZ20,OUT019,578.4642610534806
FDD45,OUT010,231.14587138943637
FDN03,OUT049,4043.8447687022704
NCW30,OUT046,4094.530434234633
FDY24,OUT027,1377.0914353583407
FDJ26,OUT019,562.5064759523134
FDM15,OUT049,2471.6824521351255
NCW54,OUT027,1377.0914353583407
FDA23,OUT045,1620.640457072894
FDA39,OUT019,130.36953952429266
FDZ12,OUT017,2434.6694193439166
NCB42,OUT046,1968.9179619675256
FDL16,OUT046,745.773945182525
FDO24,OUT019,390.9385585376848
NCP42,OUT046,3190.3154994340134
FDR19,OUT018,2412.1726379478005
DRL01,OUT045,3786.068217610001
FDV37,OUT046,3215.6262912884745
FDI41,OUT010,356.2934791770809
FDF58,OUT049,968.0094424098615
